name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo,cluster,cluster_name
Key to My Heart,['The Emotions'],22,0.474,0.374,0.444,0,5,0.0972,-10.53,0.0643,98.573,3,Balanced
Let Me Be There,['Elvis Presley'],32,0.495,0.877,0.8270000000000001,0,0,0.363,-9.261,0.0475,138.91899999999998,4,Energetic
Someone Belonging To Someone,['Bee Gees'],32,0.7020000000000001,0.353,0.205,0,10,0.235,-20.297,0.0388,125.792,3,Balanced
ערב של יום בהיר,"['Efraim Shamir', 'Astar Shamir']",40,0.444,0.4270000000000001,0.5539999999999999,0,7,0.113,-10.946,0.0279,132.661,3,Balanced
"Tamborim, cuíca, ganzá, berimbau",['Azymuth'],30,0.622,0.662,0.8,0,7,0.205,-9.389,0.127,111.322,0,Party
"La Traviata / Act 1: ""Dell'invito trascorsa è già l'ora""","['Giuseppe Verdi', 'Ileana Cotrubas', 'Stefania Malagu', 'Walter Gullino', 'Plácido Domingo', 'Bruno Grella', 'Alfredo Giacomotti', 'Giovanni Foiani', 'Bavarian State Orchestra', 'Carlos Kleiber', 'Chor der Bayerischen Staatsoper München']",35,0.477,0.363,0.207,0,9,0.105,-18.74,0.101,84.73700000000002,2,Chill
Est-Ce Que C'est Chic - 2018 Remaster,['CHIC'],29,0.669,0.961,0.6,0,8,0.203,-13.477,0.0321,120.034,0,Party
Better Days,"['Rufus', 'Chaka Khan']",24,0.605,0.8109999999999999,0.43,0,9,0.0741,-17.289,0.101,169.03599999999997,4,Energetic
Games People Play,['The Alan Parsons Project'],21,0.723,0.63,0.645,0,11,0.114,-12.168,0.0365,132.072,0,Party
Don't Worry,['Eddie Money'],21,0.7020000000000001,0.725,0.466,0,9,0.217,-10.853,0.0323,94.371,0,Party
While The Angelus Was Ringing (Les Trois Cloches),['Frank Sinatra'],26,0.276,0.235,0.153,0,7,0.365,-15.803,0.031,81.03399999999998,2,Chill
La dernière séance,['Eddy Mitchell'],46,0.524,0.757,0.6729999999999999,0,3,0.109,-10.605,0.0334,78.25399999999998,0,Party
Sign Language - Live At Hammersmith Odeon,['Eric Clapton'],27,0.583,0.535,0.609,0,7,0.976,-9.334,0.0271,108.592,3,Balanced
Born to Raise Hell - 'Rock & Rule' OST Outtake,['Cheap Trick'],22,0.423,0.433,0.947,0,2,0.0477,-7.621,0.0542,145.47899999999996,4,Energetic
Electro Lux Imbroglio,['Steve Miller Band'],22,0.0,0.0,2.8000000000000013e-05,0,1,0.109,-21.825,0.0,0.0,2,Chill
You Should Be Dancing,['Bee Gees'],26,0.677,0.956,0.6920000000000001,0,0,0.132,-13.033,0.0465,123.381,0,Party
Place In Your Heart,['Nazareth'],25,0.67,0.8859999999999999,0.7959999999999999,0,0,0.183,-8.502,0.0347,129.86,0,Party
Looking for a Kiss - New York,['Sex Pistols'],28,0.484,0.429,0.963,0,4,0.103,-6.523,0.107,133.83,1,Workout
Elegant Gypsy Suite,['Al Di Meola'],26,0.475,0.6920000000000001,0.654,0,9,0.068,-11.139,0.0339,99.132,0,Party
Fire on the Sun,['The Animals'],28,0.631,0.894,0.902,0,0,0.12,-6.505,0.0317,136.643,0,Party
Silent Screamer,['Taeko Onuki'],25,0.594,0.65,0.499,0,2,0.0726,-8.513,0.0379,140.722,0,Party
Making Believe,['Merle Haggard'],22,0.55,0.448,0.315,0,6,0.114,-11.454,0.0302,110.027,3,Balanced
I'm Just A Country Boy,['Don Williams'],36,0.518,0.417,0.204,0,9,0.125,-18.492,0.0351,76.857,3,Balanced
Spiral,['Vangelis'],35,0.187,0.0427,0.484,0,0,0.411,-13.970999999999998,0.0584,80.628,2,Chill
Forever More,['Enchantment'],20,0.423,0.305,0.279,0,8,0.104,-12.779000000000002,0.0306,72.77199999999998,3,Balanced
ザ ダイアログ ウィズ ヴィヴラホーン,"['猪俣猛', 'Ichiro Masuda']",26,0.457,0.162,0.115,0,1,0.0824,-27.753,0.061,92.571,2,Chill
The Sun,['Burning Spear'],27,0.79,0.648,0.287,0,7,0.0718,-17.352,0.115,136.974,3,Balanced
Announcement - Live,['Townes Van Zandt'],21,0.627,0.68,0.45,0,3,0.951,-16.872,0.8959999999999999,97.945,3,Balanced
Tell The Truth - Live At Hammersmith Odeon,['Eric Clapton'],27,0.397,0.6779999999999999,0.935,0,4,0.943,-8.04,0.0458,104.274,1,Workout
It's Easy for You,['Elvis Presley'],31,0.534,0.292,0.325,0,9,0.0946,-13.073,0.026,75.49,3,Balanced
Mistake (Live At The Berlin Jazz Festival - 1978),['Fela Kuti'],19,0.488,0.636,0.5670000000000001,0,0,0.975,-7.902,0.0322,92.429,1,Workout
Pablo Pueblo,"['Rubén Blades', 'Willie Colón']",27,0.518,0.6779999999999999,0.537,0,4,0.305,-6.593,0.0389,91.688,0,Party
Mystic Traveler,['Dave Mason'],20,0.429,0.425,0.517,0,2,0.5329999999999999,-10.754,0.0277,144.84799999999996,4,Energetic
Something Better Change - 1996 Remaster,['The Stranglers'],35,0.527,0.7490000000000001,0.853,0,11,0.279,-7.329,0.0341,136.305,4,Energetic
If You Love Me (Let Me Know) - Live,['Elvis Presley'],32,0.556,0.8420000000000001,0.501,0,9,0.895,-11.948,0.0314,146.314,0,Party
Send In The Clowns,['Grace Jones'],30,0.769,0.858,0.386,0,1,0.0665,-16.085,0.026,101.57,0,Party
Personally,['Karla Bonoff'],21,0.746,0.6940000000000001,0.461,0,11,0.156,-10.229,0.0334,104.1,0,Party
Zulu,['Santana'],27,0.413,0.337,0.913,0,7,0.0625,-10.488,0.0673,129.053,1,Workout
Someday Soon,['Firefall'],20,0.604,0.178,0.285,0,2,0.191,-14.887,0.0262,103.223,3,Balanced
Maybe I'm Right,['Linda Ronstadt'],25,0.5529999999999999,0.324,0.045,0,7,0.114,-24.189,0.0373,142.153,2,Chill
Slowburn,['Peter Gabriel'],19,0.359,0.311,0.662,0,3,0.141,-8.422,0.054,133.736,1,Workout
Just Got Back,['Cheap Trick'],26,0.44,0.8270000000000001,0.905,0,9,0.206,-8.77,0.0522,178.56,4,Energetic
So so Satisfied,['Ashford & Simpson'],19,0.47,0.62,0.445,0,3,0.215,-13.057,0.043,79.936,3,Balanced
I Robot,['The Alan Parsons Project'],26,0.611,0.544,0.5589999999999999,0,7,0.166,-19.893,0.0407,90.572,3,Balanced
Cretin Hop - 2017 Remaster,['Ramones'],31,0.384,0.865,0.95,0,9,0.399,-1.818,0.0435,185.151,4,Energetic
Incidental CB Dialogue - Snowman & Smokey,"['Jerry Reed', 'Jackie Gleason']",23,0.763,0.101,0.794,0,9,0.818,-13.175999999999998,0.95,75.117,1,Workout
Banks of the Ohio,['Tony Rice'],21,0.61,0.778,0.263,0,5,0.106,-17.858,0.0346,97.679,3,Balanced
שלום לך ארץ נהדרת,['Yehoram Gaon'],35,0.528,0.726,0.69,0,0,0.0889,-8.238999999999999,0.045,111.396,0,Party
High Tension Wire,['Dead Boys'],23,0.484,0.488,0.879,0,9,0.357,-9.197,0.0956,124.397,1,Workout
Modern Man Blues,['10cc'],27,0.5660000000000001,0.7859999999999999,0.631,0,0,0.093,-10.194,0.067,120.792,0,Party
Bahia,['Santana'],26,0.495,0.63,0.799,0,4,0.241,-8.66,0.0377,103.955,1,Workout
Ain't Got a Clue,['The Lurkers'],27,0.305,0.7829999999999999,0.95,0,7,0.353,-5.681,0.0399,198.787,4,Energetic
Real Love,['The Doobie Brothers'],22,0.7509999999999999,0.935,0.467,0,5,0.0511,-9.295,0.0314,118.159,0,Party
Till I Gain Control Again,['Waylon Jennings'],21,0.568,0.349,0.19,0,2,0.0808,-13.35,0.03,104.872,3,Balanced
Awaken - 2008 Remaster,['Yes'],19,0.227,0.0707,0.521,0,4,0.362,-9.415,0.0365,137.218,1,Workout
"Carry On, Turn Me On",['Space'],34,0.725,0.41,0.92,0,11,0.05,-7.693,0.0634,125.23,1,Workout
I Don't Want To Talk About It,['Rita Coolidge'],30,0.491,0.514,0.347,0,11,0.273,-10.746,0.0231,76.583,3,Balanced
Moonshine,['Dennis Wilson'],24,0.458,0.165,0.309,0,6,0.319,-15.597,0.0291,101.283,3,Balanced
Hiroshima Mon Amour,['Ultravox'],31,0.621,0.0574,0.284,0,0,0.215,-7.957000000000002,0.034,138.666,3,Balanced
Atur Mitzchech,"['Arik Einstein', 'Avner Kenner']",36,0.456,0.496,0.271,0,2,0.107,-15.889,0.0275,107.801,3,Balanced
"Jack Straw - Live at L'Olympia, Paris, May 3, 1972",['Grateful Dead'],20,0.458,0.598,0.557,0,9,0.1369999999999999,-12.495,0.0472,143.214,4,Energetic
Thank You for the Love,"[""Mother's Finest""]",24,0.612,0.534,0.519,0,0,0.28,-8.72,0.0315,136.7,3,Balanced
Do You Wanna Dance? - 2017 Remaster,['Ramones'],31,0.366,0.916,0.889,0,9,0.444,-2.408,0.0314,181.743,4,Energetic
Teenage Lobotomy - 2017 Remaster,['Ramones'],30,0.494,0.97,0.8490000000000001,0,9,0.0598,-2.306,0.0397,184.666,4,Energetic
I Just Want to Make Love to You - Live Version,['Foghat'],19,0.359,0.588,0.691,0,7,0.953,-11.807,0.0405,128.034,4,Energetic
Reuben James,['Kenny Rogers'],30,0.605,0.865,0.735,0,4,0.0884,-11.07,0.237,203.016,4,Energetic
Woman,['Legs Diamond'],20,0.286,0.077,0.5670000000000001,0,4,0.103,-8.587,0.034,143.497,1,Workout
Bluebird,['Robin Trower'],21,0.55,0.172,0.302,0,8,0.105,-13.908,0.0268,97.129,3,Balanced
Alberta - Live At Hammersmith Odeon,['Eric Clapton'],27,0.395,0.5770000000000001,0.383,0,0,0.964,-11.748,0.0368,202.314,4,Energetic
"Feel The Benefit - (Pts. 1, 2 & 3)",['10cc'],31,0.385,0.265,0.5479999999999999,0,7,0.219,-10.235,0.0357,166.826,4,Energetic
Love Comes From Unexpected Places,['Barbra Streisand'],30,0.294,0.185,0.122,0,3,0.0922,-16.98,0.0346,76.66,2,Chill
Sheer Heart Attack - Live In Paris / February 1979,['Queen'],19,0.0648,0.101,0.977,0,2,0.925,-4.973,0.088,196.87,4,Energetic
Higher and Higher,['Dolly Parton'],23,0.643,0.7809999999999999,0.835,0,9,0.0915,-9.161,0.0399,123.891,0,Party
March Of The Rednecks,"['Bill Justis', 'Jerry Reed']",23,0.526,0.972,0.659,0,6,0.0682,-10.478,0.0491,174.06599999999997,4,Energetic
Clevor Trever,['Ian Dury'],36,0.828,0.926,0.565,1,9,0.0445,-13.24,0.0562,93.073,0,Party
My Own Way To Rock,['Burton Cummings'],23,0.402,0.591,0.911,0,0,0.142,-8.396,0.0818,176.94099999999997,4,Energetic
Long Ago (And Far Away),['Earl Klugh'],27,0.7559999999999999,0.375,0.321,0,9,0.0398,-15.234000000000002,0.0401,118.488,3,Balanced
Willow Weep For Me,['Gene Ammons'],24,0.557,0.378,0.0333,0,0,0.0967,-17.913,0.0478,117.009,3,Balanced
Escondeme en Tu Mano,['Marino'],24,0.735,0.616,0.279,0,4,0.101,-16.368,0.0873,112.978,3,Balanced
Son of a Poor Man - Live on U.S. Tour - 1976,['REO Speedwagon'],19,0.364,0.607,0.934,0,0,0.939,-9.651,0.0449,79.374,1,Workout
Sanya,['Various Artists'],26,0.194,0.0373,0.0214,0,7,0.0793,-25.887,0.0441,146.063,2,Chill
Turn Up The Music,['Sammy Hagar'],20,0.465,0.777,0.69,0,4,0.141,-9.598,0.0311,136.924,4,Energetic
Mean Old Frisco,['Eric Clapton'],20,0.6759999999999999,0.789,0.441,0,7,0.0515,-12.684,0.0244,81.525,0,Party
La Costa,['Natalie Cole'],23,0.596,0.429,0.494,0,11,0.863,-14.361,0.0901,128.424,3,Balanced
I Want to Live,['John Denver'],25,0.365,0.332,0.258,0,7,0.148,-11.803,0.042,145.672,3,Balanced
Right On Time,['The Brothers Johnson'],23,0.851,0.777,0.851,0,0,0.0694,-10.573,0.0344,107.458,0,Party
Genesis Ch.1. V.32,['The Alan Parsons Project'],29,0.525,0.162,0.5820000000000001,0,2,0.11,-9.747,0.0372,126.619,1,Workout
New Speedway Boogie,['Grateful Dead'],20,0.736,0.539,0.308,0,2,0.16,-13.181,0.0387,120.119,3,Balanced
I Can't Help Myself - 2008 Version,['Eddie Rabbitt'],21,0.679,0.628,0.474,0,7,0.109,-10.213,0.0262,102.301,0,Party
If You Leave Me Tonight I'll Cry,"['Bill Justis', 'Jerry Reed']",23,0.546,0.448,0.451,0,7,0.327,-6.61,0.0277,123.536,3,Balanced
Throw Down Your Arms,['Burning Spear'],26,0.872,0.672,0.306,0,6,0.0965,-18.542,0.243,127.801,3,Balanced
Poxa,['Cortex'],27,0.5660000000000001,0.8079999999999999,0.585,0,9,0.161,-9.784,0.0326,87.06700000000002,0,Party
Rider in the Rain,['Randy Newman'],28,0.593,0.458,0.241,0,0,0.0674,-18.957,0.0266,95.367,3,Balanced
The Night Was So Young - Remastered 2000,['The Beach Boys'],23,0.532,0.441,0.411,0,1,0.1,-11.094,0.0319,106.961,3,Balanced
The Bricklayer's Beautiful Daughter,['Will Ackerman'],18,0.328,0.253,0.153,0,9,0.111,-20.334,0.0487,160.643,2,Chill
River Road,['Crystal Gayle'],29,0.631,0.517,0.352,0,6,0.0763,-9.982,0.0302,139.19799999999998,3,Balanced
The Bandit - Reprise,"['Jerry Reed', 'Bill Justis']",23,0.483,0.22,0.51,0,7,0.123,-10.173,0.0359,69.28399999999999,3,Balanced
Sometimes - 1996 Remaster,['The Stranglers'],32,0.482,0.862,0.841,0,9,0.22,-8.022,0.0287,143.92,4,Energetic
"Me and My Uncle - Live at Fillmore East, New York, NY, April 29, 1971",['Grateful Dead'],19,0.696,0.8140000000000001,0.5710000000000001,0,2,0.385,-14.316,0.0584,111.065,0,Party
Truth Is The Key,['Tarika Blue'],27,0.597,0.7240000000000001,0.519,0,2,0.0847,-14.201,0.0406,129.809,3,Balanced
I Can't Give You Anything - 2001 Remaster,['Ramones'],18,0.471,0.961,0.925,0,0,0.0904,-7.093999999999999,0.0364,184.284,4,Energetic
I Got Carried Away,['Tyrone Davis'],19,0.618,0.55,0.283,0,7,0.213,-14.75,0.0315,85.583,3,Balanced
Shotgun Rider,['Bachman-Turner Overdrive'],24,0.57,0.217,0.535,0,2,0.181,-14.286,0.036,118.284,3,Balanced
Little Criminals,['Randy Newman'],24,0.61,0.551,0.772,0,10,0.132,-8.113,0.0311,143.018,4,Energetic
Platinum Jazz,['War'],19,0.627,0.931,0.463,0,2,0.0495,-13.007,0.0568,82.693,0,Party
Peace In Our Time,['Eddie Money'],19,0.617,0.402,0.8009999999999999,0,11,0.141,-7.332999999999997,0.0624,122.03,1,Workout
Yeh Mera Dil Yaar Ka Diwana,['Asha Bhosle'],25,0.4970000000000001,0.521,0.476,0,7,0.332,-11.248,0.0624,141.46,3,Balanced
Key To The Highway - Live At Hammersmith Odeon,['Eric Clapton'],27,0.5,0.7240000000000001,0.873,0,2,0.6970000000000001,-7.66,0.0326,132.641,4,Energetic
Love Is So Good When You're Stealing It - Single Version,['Z.Z. Hill'],19,0.47,0.336,0.532,0,10,0.457,-6.2,0.028,135.224,1,Workout
Tarde - Tema Remasterizado,['Vicente Fernández'],30,0.421,0.48,0.397,0,2,0.15,-6.307,0.0667,76.543,3,Balanced
Burn,['Deep Purple'],21,0.399,0.643,0.815,0,0,0.251,-11.524,0.0338,97.523,1,Workout
I Am Your Woman She Is Your Wife,['Barbara Mason'],21,0.465,0.507,0.604,0,6,0.339,-9.524,0.039,135.388,4,Energetic
"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""","['Ruggero Leoncavallo', 'Luciano Pavarotti', 'National Philharmonic Orchestra', 'Giuseppe Patanè']",28,0.176,0.0446,0.201,0,4,0.194,-17.344,0.0423,83.43299999999998,2,Chill
Come On,['Whitesnake'],20,0.524,0.6579999999999999,0.7140000000000001,0,9,0.338,-11.727,0.032,107.754,0,Party
You Never Can Tell (C'est la Vie),['Emmylou Harris'],27,0.659,0.915,0.7759999999999999,0,10,0.142,-9.191,0.0355,140.753,0,Party
Constantinople,['The Residents'],23,0.368,0.347,0.7140000000000001,0,9,0.258,-5.391,0.249,207.949,4,Energetic
"Just What The Doctor Ordered - Live at Nashville Municipal Auditorium, Nashville, TN - July 1977",['Ted Nugent'],21,0.221,0.247,0.918,0,4,0.971,-11.402,0.0961,163.594,4,Energetic
"Feats Don't Fail Me Now - Live at Lisner Auditorium, Washington, DC, 8/9/1977",['Little Feat'],20,0.414,0.5489999999999999,0.89,0,7,0.972,-10.558,0.0736,120.753,1,Workout
Claudine,['The Rolling Stones'],20,0.439,0.364,0.977,0,7,0.383,-4.386,0.128,105.124,1,Workout
I Wanted Everything - 2018 Remaster,['Ramones'],28,0.362,0.919,0.965,0,2,0.236,-2.715,0.0401,182.915,4,Energetic
Boy Here,['The Boys Next Door'],32,0.423,0.612,0.84,0,7,0.355,-8.558,0.0297,90.657,1,Workout
Timing X / Space Junk,['DEVO'],21,0.552,0.965,0.522,0,4,0.445,-19.143,0.0348,129.746,0,Party
漫漫前路,['Paula Tsui'],29,0.635,0.778,0.557,0,6,0.117,-8.352,0.0264,110.853,0,Party
Thunder Child,"['Jeff Wayne', 'Richard Burton', 'Chris Thompson']",38,0.422,0.458,0.8540000000000001,0,2,0.358,-4.635,0.0666,134.03799999999998,1,Workout
Maria Bonita,['Julio Iglesias'],29,0.394,0.797,0.385,0,2,0.0858,-15.659,0.0482,74.846,3,Balanced
Asi Nacemos,['Julio Iglesias'],28,0.336,0.58,0.364,0,5,0.562,-14.039,0.0421,91.594,3,Balanced
The Man with the Child in His Eyes - 2018 Remaster,['Kate Bush'],31,0.262,0.234,0.192,0,0,0.132,-14.843,0.0332,94.802,2,Chill
Mon Compe / Ti Bom,['Coupé Cloué'],29,0.62,0.902,0.5579999999999999,0,9,0.105,-14.233,0.213,94.228,0,Party
Misfits,['The Kinks'],23,0.534,0.5920000000000001,0.381,0,7,0.299,-12.01,0.0277,102.641,3,Balanced
Walk Out In The Rain,['Eric Clapton'],27,0.7809999999999999,0.936,0.428,0,2,0.0796,-14.955,0.0324,88.26299999999998,0,Party
איך שיר נולד,"['Yehonatan Geffen', 'Yoni Rechter', 'Gidi Gov', 'Yehudit Ravitz', 'David Broza']",37,0.725,0.509,0.325,0,7,0.0577,-16.342,0.178,116.615,3,Balanced
"Take Me to the Next Phase, Pts. 1 & 2",['The Isley Brothers'],22,0.7809999999999999,0.622,0.985,0,5,0.337,-5.199,0.107,105.029,0,Party
Strange Phenomena - 2018 Remaster,['Kate Bush'],29,0.377,0.364,0.271,0,9,0.306,-16.29,0.0415,81.16199999999998,2,Chill
Rock And Roll All Nite,['KISS'],26,0.625,0.938,0.857,0,1,0.0829,-8.993,0.0595,144.88,0,Party
What Do I Get? - 1996 Remastered Version,['Buzzcocks'],27,0.249,0.199,0.922,0,7,0.408,-7.9289999999999985,0.118,176.509,4,Energetic
Woman from Tokyo,['Deep Purple'],20,0.575,0.455,0.5479999999999999,0,7,0.0764,-12.793,0.0358,126.498,3,Balanced
Rover - 2003 Remaster,['Jethro Tull'],28,0.648,0.82,0.857,0,6,0.0742,-7.8820000000000014,0.0386,138.189,0,Party
33 Años - 33 Years,['Julio Iglesias'],33,0.394,0.324,0.202,0,4,0.2,-19.629,0.0359,105.45,2,Chill
Lies - Remastered,['The Rolling Stones'],20,0.382,0.563,0.997,0,9,0.617,-1.568,0.188,162.428,4,Energetic
Pride,['Grace Jones'],27,0.723,0.773,0.621,0,0,0.349,-11.32,0.0695,130.356,0,Party
Them Heavy People - 2018 Remaster,['Kate Bush'],29,0.835,0.925,0.3720000000000001,0,1,0.0415,-13.861,0.0402,110.558,0,Party
Cada Dia Mas,['Julio Iglesias'],30,0.445,0.512,0.384,0,0,0.406,-14.475,0.0318,108.645,3,Balanced
Annalisa,['Public Image Ltd.'],20,0.436,0.7140000000000001,0.8690000000000001,0,6,0.224,-9.275,0.0563,143.586,4,Energetic
Cygnus X-1 Book II: Hemispheres,['Rush'],23,0.362,0.206,0.531,0,2,0.275,-12.872,0.0418,132.96200000000002,3,Balanced
Party Time Man,['The Futures'],21,0.7170000000000001,0.94,0.77,0,0,0.1,-7.61,0.0442,122.822,0,Party
"It Came Upon A Midnight Clear/Good King Wenceslas/We Three Kings/Villancico/Hark, The Herald Angels Sing Medley",['Harry Simeone Chorale'],20,0.236,0.2,0.129,0,2,0.219,-20.908,0.053,70.622,2,Chill
Maybe I'm a Fool,['Eddie Money'],21,0.6779999999999999,0.8240000000000001,0.487,0,0,0.0754,-13.761,0.0312,96.056,0,Party
Rock 'n' Roll High School - Ed Stasium Mix,['Ramones'],30,0.611,0.905,0.764,0,7,0.0773,-6.7860000000000005,0.236,190.188,4,Energetic
I Want You Bad,"['NRBQ', 'The Whole Wheat Horns']",19,0.442,0.887,0.794,0,2,0.483,-10.777,0.04,144.493,4,Energetic
The River Must Flow,['Gino Vannelli'],27,0.588,0.807,0.7859999999999999,0,10,0.0606,-12.475,0.0381,95.69,0,Party
Mind Your Own Business - Single Version,['Hank Williams'],22,0.754,0.848,0.322,0,4,0.112,-14.274,0.0343,140.594,0,Party
I Wish You Well - Remastered,"['Maze', 'Frankie Beverly']",19,0.4320000000000001,0.5429999999999999,0.521,0,2,0.155,-8.69,0.029,95.862,3,Balanced
Tell Me That You Love Me,['Eric Clapton'],26,0.75,0.921,0.451,0,9,0.283,-13.949000000000002,0.0289,103.931,0,Party
Mis Nueve Años,['Pedrito Fernández'],19,0.452,0.627,0.288,0,7,0.794,-12.924,0.0556,103.37,3,Balanced
Hearts of Stone - 2013 Remaster,['Southside Johnny And The Asbury Jukes'],23,0.46,0.536,0.488,0,5,0.21,-6.0920000000000005,0.028,129.086,1,Workout
Sand in My Joints - 2006 Remastered Version,['Wire'],24,0.177,0.495,0.775,0,2,0.275,-6.454,0.0493,208.615,4,Energetic
Never Make A Move Too Soon,['B.B. King'],23,0.762,0.923,0.524,0,10,0.727,-12.762,0.0445,107.489,0,Party
The Good Witch Glinda,"['Richard Pryor', 'Lena Horne']",21,0.195,0.0739,0.143,0,10,0.348,-17.805,0.0346,83.07700000000001,2,Chill
The Way You Do the Things You Do - Bonus Track,"['Jerry Garcia Band', 'Jerry Garcia']",19,0.645,0.375,0.502,0,10,0.151,-9.21,0.0445,121.64,3,Balanced
Rain,"['Jerry Garcia Band', 'Jerry Garcia']",20,0.574,0.507,0.51,0,7,0.0659,-8.394,0.0237,106.338,3,Balanced
Venom Soup,['Ted Nugent'],22,0.412,0.292,0.73,0,4,0.51,-13.287,0.0606,138.485,1,Workout
"Night Life - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],22,0.515,0.35,0.601,0,0,0.498,-8.391,0.0514,79.577,1,Workout
Waiting for the Day,['Gerry Rafferty'],28,0.513,0.213,0.584,0,10,0.201,-9.737,0.0344,127.756,1,Workout
"Sailin' Shoes - Live at Lisner Auditorium, Washington, DC, 8/10/1977",['Little Feat'],20,0.378,0.496,0.424,0,2,0.608,-12.374,0.0417,61.757,3,Balanced
El Hijo Arrepentido,['Ramon Ayala Y Sus Bravos Del Norte'],19,0.597,0.7929999999999999,0.5760000000000001,0,8,0.0761,-5.9270000000000005,0.13,173.322,4,Energetic
ジャパニーズ・ルンバ (2019 Remastering),"['Haruomi Hosono', 'イエロー・マジック・バンド']",24,0.759,0.907,0.696,0,5,0.0612,-7.087999999999999,0.0892,115.194,0,Party
Kite - 2018 Remaster,['Kate Bush'],28,0.65,0.885,0.605,0,0,0.0536,-10.630999999999998,0.0319,138.80100000000002,0,Party
Tallahassee Lassie,['The Rolling Stones'],20,0.57,0.903,0.957,0,4,0.123,-2.886,0.0458,139.872,0,Party
How Are You?,['Cheap Trick'],22,0.684,0.29,0.708,0,7,0.147,-7.842,0.0291,95.309,1,Workout
Reconnez Cherie,['Wreckless Eric'],23,0.515,0.943,0.71,0,5,0.352,-8.624,0.0321,120.665,0,Party
Suburban Relapse,['Siouxsie and the Banshees'],26,0.283,0.21,0.835,0,11,0.063,-5.8420000000000005,0.0633,135.058,1,Workout
Party Poops,['Heatwave'],21,0.804,0.852,0.583,0,10,0.0795,-10.107,0.0552,120.294,0,Party
Just One Look,['The Hollies'],35,0.61,0.857,0.737,0,2,0.303,-7.439,0.0446,127.88,0,Party
I Want You Around - Ed Stasium Version,['Ramones'],27,0.674,0.638,0.706,0,2,0.0827,-6.591,0.0292,119.601,0,Party
We Had It All,['The Rolling Stones'],20,0.498,0.246,0.348,0,0,0.133,-9.857,0.0305,63.103,3,Balanced
When You Were Sixteen,['The Ink Spots'],24,0.443,0.161,0.0394,0,9,0.112,-23.101,0.0413,83.367,2,Chill
I Would Like to See You Again,['Johnny Cash'],24,0.6829999999999999,0.644,0.311,0,9,0.0622,-15.906,0.0366,90.627,3,Balanced
"If You've Got the Money I've Got the Time - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",['Willie Nelson'],22,0.6779999999999999,0.89,0.8029999999999999,0,2,0.152,-8.797,0.0397,143.584,0,Party
"Surrender - Live at Nippon Budokan, Tokyo, JPN - April 1978",['Cheap Trick'],22,0.454,0.403,0.961,0,0,0.447,-8.44,0.0793,131.882,1,Workout
"A Apolitical Blues - Live at the Rainbow Theatre, London, UK, 8/3/1977",['Little Feat'],20,0.417,0.597,0.591,0,2,0.982,-8.275,0.0408,101.119,1,Workout
Real Good Time Together,['Lou Reed'],28,0.393,0.645,0.7240000000000001,0,4,0.69,-10.05,0.0523,155.601,4,Energetic
The Family,['Nina Simone'],33,0.44,0.748,0.55,0,10,0.102,-12.76,0.178,180.503,4,Energetic
"Chip Away The Stone - Live at Santa Monica Civic Auditorium, Santa Monica, CA - April 1978",['Aerosmith'],22,0.314,0.6,0.917,0,7,0.989,-10.374,0.0501,131.502,4,Energetic
Linda On My Mind,['Conway Twitty'],22,0.475,0.6629999999999999,0.281,0,9,0.0597,-15.156,0.0284,105.353,3,Balanced
"Big Eyes - Live at Nippon Budokan, Tokyo, JPN - April 1978",['Cheap Trick'],22,0.412,0.512,0.937,0,0,0.97,-8.065,0.0496,127.92,1,Workout
I Just Want to Have Something to Do - 2018 Remaster,['Ramones'],27,0.483,0.405,0.934,0,9,0.061,-2.138,0.0378,137.341,1,Workout
Medley: Clean up Woman / Pillow Talk / You Got the Love / Mr. Melody / Midnight at the Oasis / Me and Mrs. Jones / You Are My Sunshine / Let's Get Married Today - Live,['Betty Wright'],22,0.606,0.424,0.6970000000000001,0,1,0.974,-13.925,0.101,100.836,3,Balanced
